mgapId,mgapId/gender,mgapId/geographic_origin,mgapId/species,rowid,sequenceType,sraAccession,totalReads
m01081,m,India,RHESUS MACAQUE,865921,GBS,SRR7808691,7056562
m01082,f,India,RHESUS MACAQUE,865922,GBS,SRR7808691,6420125
m01083,f,India,RHESUS MACAQUE,865923,GBS,SRR7808691,5574916
m01084,f,India,RHESUS MACAQUE,865924,GBS,SRR7808691,7475707
m01085,f,India,RHESUS MACAQUE,865925,GBS,SRR7808691,6098981
m01086,f,India,RHESUS MACAQUE,865926,GBS,SRR7808691,5677946
m01087,f,India,RHESUS MACAQUE,865927,GBS,SRR7808691,7075792
m01088,m,India,RHESUS MACAQUE,865928,GBS,SRR7808691,5146658
m01089,m,India,RHESUS MACAQUE,865929,GBS,SRR7808691,6142728
m01090,f,India,RHESUS MACAQUE,865930,GBS,SRR7808691,7063364
m01091,f,India,RHESUS MACAQUE,865931,GBS,SRR7808691,6461503
m01092,m,India,RHESUS MACAQUE,865932,GBS,SRR7808691,6835922
m01093,f,India,RHESUS MACAQUE,865933,GBS,SRR7808691,6854158
m01094,m,India,RHESUS MACAQUE,865934,GBS,SRR7808691,6466581
m01095,m,India,RHESUS MACAQUE,865935,GBS,SRR7808691,5165175
m01096,f,India,RHESUS MACAQUE,865936,GBS,SRR7808691,6793723
m01097,f,India,RHESUS MACAQUE,865937,GBS,SRR7808691,8073994
m01098,f,India,RHESUS MACAQUE,865938,GBS,SRR7808691,7649234
m01099,f,India,RHESUS MACAQUE,865939,GBS,SRR7808691,4601490
m01100,m,India,RHESUS MACAQUE,865940,GBS,SRR7808691,7484141
m01101,f,India,RHESUS MACAQUE,865941,GBS,SRR7808691,5282152
m01102,f,India,RHESUS MACAQUE,865942,GBS,SRR7808691,6324378
m01103,f,India,RHESUS MACAQUE,865943,GBS,SRR7808691,6593351
m01104,f,India,RHESUS MACAQUE,865944,GBS,SRR7808691,7825979
m01105,f,India,RHESUS MACAQUE,865945,GBS,SRR7808691,6404924
m01106,m,India,RHESUS MACAQUE,865946,GBS,SRR7808691,9428735
m01107,f,India,RHESUS MACAQUE,865947,GBS,SRR7808691,5770066
m01108,f,India,RHESUS MACAQUE,865948,GBS,SRR7808691,9406161
m01109,m,India,RHESUS MACAQUE,865949,GBS,SRR7808691,6838469
m01110,f,India,RHESUS MACAQUE,865950,GBS,SRR7808691,6023557
m01111,f,India,RHESUS MACAQUE,865951,GBS,SRR7808691,6484456
m01112,f,India,RHESUS MACAQUE,865952,GBS,SRR7808691,9478659
m01113,f,India,RHESUS MACAQUE,865953,GBS,SRR7808691,6876417
m01114,f,India,RHESUS MACAQUE,865954,GBS,SRR7808691,4498830
m01115,f,India,RHESUS MACAQUE,865955,GBS,SRR7808691,6490734
m01116,f,India,RHESUS MACAQUE,865956,GBS,SRR7808691,6935050
m01117,f,India,RHESUS MACAQUE,865957,GBS,SRR7808691,4747194
m01118,m,India,RHESUS MACAQUE,865958,GBS,SRR7808691,7447553
m01119,f,India,RHESUS MACAQUE,865959,GBS,SRR7808691,8715748
m01120,m,India,RHESUS MACAQUE,865960,GBS,SRR7808691,7059935
m01121,m,India,RHESUS MACAQUE,865961,GBS,SRR7808691,5896046
m01122,m,India,RHESUS MACAQUE,865962,GBS,SRR7808691,6137043
m01123,m,India,RHESUS MACAQUE,865963,GBS,SRR7808691,5779961
m01124,f,India,RHESUS MACAQUE,865964,GBS,SRR7808691,8936946
m01125,f,India,RHESUS MACAQUE,865965,GBS,SRR7808691,7758671
m01126,f,India,RHESUS MACAQUE,865966,GBS,SRR7808691,7087996
m01127,f,India,RHESUS MACAQUE,865967,GBS,SRR7808691,9041257
m01128,m,India,RHESUS MACAQUE,865968,GBS,SRR7808691,5451697
m01129,f,India,RHESUS MACAQUE,865969,GBS,SRR7808691,5736264
m01130,m,India,RHESUS MACAQUE,865970,GBS,SRR7808691,5300149
m01131,f,India,RHESUS MACAQUE,865971,GBS,SRR7808691,6733309
m01132,m,India,RHESUS MACAQUE,865972,GBS,SRR7808691,6358744
m01133,f,India,RHESUS MACAQUE,865973,GBS,SRR7808691,5736575
m01134,m,India,RHESUS MACAQUE,865974,GBS,SRR7808691,8172004
m01135,m,India,RHESUS MACAQUE,865975,GBS,SRR7808691,5355492
m01136,f,India,RHESUS MACAQUE,865976,GBS,SRR7808691,6173680
m01137,f,India,RHESUS MACAQUE,865977,GBS,SRR7808691,4946490
m01138,m,INDIA,RHESUS MACAQUE,865978,GBS,SRR7808691,8490157
m01139,f,India,RHESUS MACAQUE,865979,GBS,SRR7808691,7482592
m01140,f,India,RHESUS MACAQUE,865980,GBS,SRR7808691,5208459
m01141,f,INDIA,RHESUS MACAQUE,865981,GBS,SRR7808691,6496309
m01142,m,India,RHESUS MACAQUE,865982,GBS,SRR7808691,7581605
m01143,f,India,RHESUS MACAQUE,865983,GBS,SRR7808691,7462829
m01144,f,India,RHESUS MACAQUE,865984,GBS,SRR7808691,5804637
m01145,m,India,RHESUS MACAQUE,865985,GBS,SRR7808691,7197432
m01146,m,India,RHESUS MACAQUE,865986,GBS,SRR7808691,8603417
m01147,f,India,RHESUS MACAQUE,865987,GBS,SRR7808691,7302434
m01148,f,India,RHESUS MACAQUE,865988,GBS,SRR7808691,8156888
m01149,f,India,RHESUS MACAQUE,865989,GBS,SRR7808691,5582283
m01150,f,India,RHESUS MACAQUE,865990,GBS,SRR7808691,5716331
m01151,f,India,RHESUS MACAQUE,865991,GBS,SRR7808691,6796037
m01152,f,India,RHESUS MACAQUE,865992,GBS,SRR7808691,5227512
m01153,m,India,RHESUS MACAQUE,865993,GBS,SRR7808691,8813652
m01154,f,India,RHESUS MACAQUE,865994,GBS,SRR7808691,5731037
m01155,f,India,RHESUS MACAQUE,865995,GBS,SRR7808691,7049057
m01156,f,India,RHESUS MACAQUE,865996,GBS,SRR7808691,6101715
m01157,m,INDIA,RHESUS MACAQUE,865997,GBS,SRR7808691,6655259
m01158,m,India,RHESUS MACAQUE,865998,GBS,SRR7808691,8470277
m01159,f,India,RHESUS MACAQUE,865999,GBS,SRR7808691,5807315
m01160,f,India,RHESUS MACAQUE,866000,GBS,SRR7808691,7312102
m01161,f,India,RHESUS MACAQUE,866001,GBS,SRR7808691,5711052
m01162,m,India,RHESUS MACAQUE,866002,GBS,SRR7808691,8533100
m01163,f,India,RHESUS MACAQUE,866003,GBS,SRR7808691,6316830
m01164,m,India,RHESUS MACAQUE,866004,GBS,SRR7808691,7509882
m01165,m,India,RHESUS MACAQUE,866005,GBS,SRR7808691,7378760
m01166,f,India,RHESUS MACAQUE,866006,GBS,SRR7808691,12747319
m01167,f,India,RHESUS MACAQUE,866007,GBS,SRR7808691,12114396
m01168,f,India,RHESUS MACAQUE,866008,GBS,SRR7808691,4295261
m01169,m,India,RHESUS MACAQUE,866009,GBS,SRR7808691,24700065
m01170,f,India,RHESUS MACAQUE,866010,GBS,SRR7808691,10108747
m01171,m,India,RHESUS MACAQUE,866011,GBS,SRR7808691,13222482
m01172,f,India,RHESUS MACAQUE,866012,GBS,SRR7808691,16782024
m01173,f,India,RHESUS MACAQUE,866013,GBS,SRR7808691,8897138
m01174,f,India,RHESUS MACAQUE,866014,GBS,SRR7808691,9506286
m01175,m,India,RHESUS MACAQUE,866015,GBS,SRR7808691,8560980
m01176,m,India,RHESUS MACAQUE,866016,GBS,SRR7808691,7585194
m01177,f,India,RHESUS MACAQUE,866017,GBS,SRR7808691,5673504
m01178,f,India,RHESUS MACAQUE,866018,GBS,SRR7808691,7730071
m01179,f,India,RHESUS MACAQUE,866019,GBS,SRR7808691,13331601
m01180,f,India,RHESUS MACAQUE,866020,GBS,SRR7808691,6613223
m01181,m,India,RHESUS MACAQUE,866021,GBS,SRR7808691,8520622
m01182,m,India,RHESUS MACAQUE,866022,GBS,SRR7808691,10917247
m01183,f,India,RHESUS MACAQUE,866023,GBS,SRR7808691,4774646
m01184,f,India,RHESUS MACAQUE,866024,GBS,SRR7808691,9548307
m01185,f,India,RHESUS MACAQUE,866025,GBS,SRR7808691,8279634
m01186,f,India,RHESUS MACAQUE,866026,GBS,SRR7808691,10129846
m01187,f,India,RHESUS MACAQUE,866027,GBS,SRR7808691,5332735
m01188,f,India,RHESUS MACAQUE,866028,GBS,SRR7808691,4854869
m01189,f,India,RHESUS MACAQUE,866029,GBS,SRR7808691,4398747
m01190,f,India,RHESUS MACAQUE,866030,GBS,SRR7808691,5518152
m01191,f,India,RHESUS MACAQUE,866031,GBS,SRR7808691,5364168
m01192,f,India,RHESUS MACAQUE,866032,GBS,SRR7808691,4599290
m01193,f,India,RHESUS MACAQUE,866033,GBS,SRR7808691,5445512
m01194,f,India,RHESUS MACAQUE,866034,GBS,SRR7808691,7916109
m01195,f,India,RHESUS MACAQUE,866035,GBS,SRR7808691,4229600
m01196,m,India,RHESUS MACAQUE,866036,GBS,SRR7808691,6779271
m01197,f,India,RHESUS MACAQUE,866037,GBS,SRR7808691,5004777
m01198,f,India,RHESUS MACAQUE,866038,GBS,SRR7808691,6053516
m01199,f,India,RHESUS MACAQUE,866039,GBS,SRR7808691,4519646
m01200,f,India,RHESUS MACAQUE,866040,GBS,SRR7808691,7016079
m01201,f,India,RHESUS MACAQUE,866041,GBS,SRR7808691,4525273
m01202,f,India,RHESUS MACAQUE,866042,GBS,SRR7808691,4641979
m02166,m,India,Macaca mulatta,866043,Whole Genome: Deep Coverage,SRR1951033,578579188
m02167,m,India,Macaca mulatta,866044,Whole Genome: Deep Coverage,SRR1951030,624827688
m02168,m,India,Macaca mulatta,866045,Whole Genome: Deep Coverage,SRR1951036,596488456
m02169,m,India,Macaca mulatta,866046,Whole Genome: Deep Coverage,SRR1951059,521849775
m02170,f,India,Macaca mulatta,866047,Whole Genome: Deep Coverage,SRR1951056,612100968
m02171,m,India,Macaca mulatta,866048,Whole Genome: Deep Coverage,SRR1951051,642498006
m02172,f,India,Macaca mulatta,866049,Whole Genome: Deep Coverage,SRR1951048,604730576
m02173,f,India,Macaca mulatta,866050,Whole Genome: Deep Coverage,SRR1951041,592315049
m02174,m,India,Macaca mulatta,866051,Whole Genome: Deep Coverage,SRR1951074,636609339
m02175,f,India,Macaca mulatta,866052,Whole Genome: Deep Coverage,SRR1640559,615387143
m02176,f,China,Macaca mulatta,866053,Whole Genome: Deep Coverage,SRR1944102,715437872
m02177,f,China,Macaca mulatta,866054,Whole Genome: Deep Coverage,SRR1964571,567283128
m02178,f,China,Macaca mulatta,866055,Whole Genome: Deep Coverage,SRR1964575,542056402
m02179,f,China,Macaca mulatta,866056,Whole Genome: Deep Coverage,SRR1964578,549635922
m02180,f,China,Macaca mulatta,866057,Whole Genome: Deep Coverage,SRR1944106,515600337
m02181,f,India,Macaca mulatta,866058,Whole Genome: Deep Coverage,SRR1944120,473862493
m02182,m,India,Macaca mulatta,866059,Whole Genome: Deep Coverage,SRR1944123,507566989
m02183,f,India,Macaca mulatta,866060,Whole Genome: Deep Coverage,SRR1944126,523327767
m02184,m,India,Macaca mulatta,866061,Whole Genome: Deep Coverage,SRR1944229,491673676
m02185,f,India,Macaca mulatta,866062,Whole Genome: Deep Coverage,SRR1944129,905488660
m02186,f,India,Macaca mulatta,866063,Whole Genome: Deep Coverage,SRR1964592,542933623
m02187,m,India,Macaca mulatta,866064,Whole Genome: Deep Coverage,SRR1964595,615779364
m02188,f,India,Macaca mulatta,866065,Whole Genome: Deep Coverage,SRR1964598,684287168
m02188,f,India,Macaca mulatta,866066,Whole Exome,SRR1975670,52427442
m02189,m,India,Macaca mulatta,866067,Whole Genome: Deep Coverage,SRR1944138,556916967
m02190,f,India,Macaca mulatta,866068,Whole Genome: Deep Coverage,SRR1944134,558694349
m02191,f,China,Macaca mulatta,866069,Whole Genome: Deep Coverage,SRR1952123,622848992
m02191,f,China,Macaca mulatta,866070,Whole Exome,SRR1975623,73812989
m02192,f,India,Macaca mulatta,866071,Whole Genome: Deep Coverage,SRR1951123,506115113
m02193,f,India,Macaca mulatta,866072,Whole Genome: Deep Coverage,SRR1952198,622575651
m02194,m,India,Macaca mulatta,866073,Whole Genome: Deep Coverage,SRR1952201,578260544
m02195,m,India,Macaca mulatta,866074,Whole Genome: Deep Coverage,SRR1952140,491239897
m02196,m,India,Macaca mulatta,866075,Whole Genome: Deep Coverage,SRR1952142,621353878
m02197,f,India,Macaca mulatta,866076,Whole Genome: Deep Coverage,SRR1952145,639784989
m02198,f,India,Macaca mulatta,866077,Whole Genome: Deep Coverage,SRR1952148,525463629
m02199,m,India,Macaca mulatta,866078,Whole Genome: Deep Coverage,SRR1952154,590731931
m02200,f,India,Macaca mulatta,866079,Whole Genome: Deep Coverage,SRR1952151,593410653
m02201,m,India,Macaca mulatta,866080,Whole Genome: Deep Coverage,SRR1952157,648481648
m02202,m,India,Macaca mulatta,866081,Whole Genome: Deep Coverage,SRR1952160,573261883
m02203,f,India,Macaca mulatta,866082,Whole Genome: Deep Coverage,SRR1952166,649850622
m02204,m,India,Macaca mulatta,866083,Whole Genome: Deep Coverage,SRR1952163,650021281
m02205,f,India,Macaca mulatta,866084,Whole Genome: Deep Coverage,SRR1951019,628346760
m02206,f,India,Macaca mulatta,866085,Whole Genome: Deep Coverage,SRR1927121,595390056
m02206,f,India,Macaca mulatta,866086,Whole Exome,SRR1975629,79630089
m02207,m,India,Macaca mulatta,866087,Whole Genome: Deep Coverage,SRR1927125,615541245
m02207,m,India,Macaca mulatta,866088,Whole Exome,SRR1975628,67463470
m02208,f,India,Macaca mulatta,866089,Whole Genome: Deep Coverage,SRR1929317,551756915
m02209,f,India,Macaca mulatta,866090,Whole Genome: Deep Coverage,SRR1929320,528320937
m02210,f,India,Macaca mulatta,866091,Whole Genome: Deep Coverage,SRR1929386,547872800
m02211,f,India,Macaca mulatta,866092,Whole Genome: Deep Coverage,SRR1929323,494238824
m02212,f,India,Macaca mulatta,866093,Whole Genome: Deep Coverage,SRR1929326,589901637
m02213,f,India,Macaca mulatta,866094,Whole Genome: Deep Coverage,SRR1929329,542491164
m02214,f,India,Macaca mulatta,866095,Whole Genome: Deep Coverage,SRR1929332,577302465
m02215,f,India,Macaca mulatta,866096,Whole Genome: Deep Coverage,SRR1929335,603286570
m02216,f,India,Macaca mulatta,866097,Whole Genome: Deep Coverage,SRR1929338,578992912
m02217,f,India,Macaca mulatta,866098,Whole Genome: Deep Coverage,SRR1929344,589907327
m02218,f,India,RHESUS MACAQUE,866099,GBS,SRR8754133,7042618
m02219,f,India,RHESUS MACAQUE,866100,GBS,SRR8754134,7170661
m02220,f,India,RHESUS MACAQUE,866101,GBS,SRR8754135,7439217
m02221,f,India,RHESUS MACAQUE,866102,GBS,SRR8754141,6269872
m02222,f,India,RHESUS MACAQUE,866103,GBS,SRR8754142,6128947
m02223,f,India,RHESUS MACAQUE,866104,GBS,SRR8754115,7156101
m02224,f,India,RHESUS MACAQUE,866105,GBS,SRR8754114,6634970
m02225,f,India,RHESUS MACAQUE,866106,GBS,SRR8754113,6337378
m02226,m,India,RHESUS MACAQUE,866107,GBS,SRR8754112,6842718
m02227,m,India,RHESUS MACAQUE,866108,GBS,SRR8754119,6426873
m02228,m,,RHESUS MACAQUE,866109,GBS,SRR8754118,6933008
m02229,m,India,RHESUS MACAQUE,866110,GBS,SRR8754117,5485917
m02230,f,India,RHESUS MACAQUE,866111,GBS,SRR8754116,5753331
m02231,f,India,RHESUS MACAQUE,866112,GBS,SRR8754111,6426525
m02232,f,India,RHESUS MACAQUE,866113,GBS,SRR8754110,5846755
m02233,f,India,RHESUS MACAQUE,866114,GBS,SRR8754088,7432406
m02234,f,India,RHESUS MACAQUE,866115,GBS,SRR8754089,6480948
m02235,f,India,RHESUS MACAQUE,866116,GBS,SRR8754086,7040814
m02236,f,India,RHESUS MACAQUE,866117,GBS,SRR8754087,8148456
m02237,f,India,RHESUS MACAQUE,866118,GBS,SRR8754084,6129877
m02238,f,India,RHESUS MACAQUE,866119,GBS,SRR8754085,6131240
m02239,f,India,RHESUS MACAQUE,866120,GBS,SRR8754082,6545230
m02240,m,India,RHESUS MACAQUE,866121,GBS,SRR8754083,7036269
m02241,f,India,RHESUS MACAQUE,866122,GBS,SRR8754080,7800127
m02242,f,India,RHESUS MACAQUE,866123,GBS,SRR8754081,8222114
m02243,f,India,RHESUS MACAQUE,866124,GBS,SRR8754239,7767226
m02244,m,India,RHESUS MACAQUE,866125,GBS,SRR8754238,8683708
m02245,f,India,RHESUS MACAQUE,866126,GBS,SRR8754241,6729299
m02246,m,India,RHESUS MACAQUE,866127,GBS,SRR8754240,7303142
m02247,f,India,RHESUS MACAQUE,866128,GBS,SRR8754235,7343790
m02248,f,India,RHESUS MACAQUE,866129,GBS,SRR8754234,6566073
m02249,m,India,RHESUS MACAQUE,866130,GBS,SRR8754237,7337113
m02250,f,India,RHESUS MACAQUE,866131,GBS,SRR8754236,6497270
m02251,f,India,RHESUS MACAQUE,866132,GBS,SRR8754233,7973208
m02252,f,India,RHESUS MACAQUE,866133,GBS,SRR8754232,7815354
m02253,f,India,RHESUS MACAQUE,866134,GBS,SRR8754064,6309154
m02254,f,India,RHESUS MACAQUE,866135,GBS,SRR8754065,6389636
m02255,f,India,RHESUS MACAQUE,866136,GBS,SRR8754066,6241179
m02256,f,India,RHESUS MACAQUE,866137,GBS,SRR8754067,5659275
m02257,m,India,RHESUS MACAQUE,866138,GBS,SRR8754071,7150067
m02258,f,India,RHESUS MACAQUE,866139,GBS,SRR8754244,7807700
m02259,f,India,RHESUS MACAQUE,866140,GBS,SRR8754070,7598881
m02260,f,India,RHESUS MACAQUE,866141,GBS,SRR8754079,8124427
m02261,m,India,RHESUS MACAQUE,866142,GBS,SRR8754253,5836359
m02262,f,India,RHESUS MACAQUE,866143,GBS,SRR8754254,7005133
m02263,f,India,RHESUS MACAQUE,866144,GBS,SRR8754131,6600656
m02264,f,India,RHESUS MACAQUE,866145,GBS,SRR8754128,6243757
m02265,f,India,RHESUS MACAQUE,866146,GBS,SRR8754219,5976052
m02266,f,India,RHESUS MACAQUE,866147,GBS,SRR8754218,7484402
m02267,f,India,RHESUS MACAQUE,866148,GBS,SRR8754217,6536511
m02268,f,India,RHESUS MACAQUE,866149,GBS,SRR8754216,6313230
m02269,f,India,RHESUS MACAQUE,866150,GBS,SRR8754215,6367548
m02270,m,India,RHESUS MACAQUE,866151,GBS,SRR8754214,6659622
m02271,f,India,RHESUS MACAQUE,866152,GBS,SRR8754143,6023636
m02272,f,India,RHESUS MACAQUE,866153,GBS,SRR8754140,6605825
m02273,m,India,RHESUS MACAQUE,866154,GBS,SRR8754198,5743344
m02274,m,India,RHESUS MACAQUE,866155,GBS,SRR8754199,6268813
m02275,m,INDIA,RHESUS MACAQUE,866156,GBS,SRR8754196,5831900
m02276,f,INDIA,RHESUS MACAQUE,866157,GBS,SRR8754197,5807060
m02277,f,India,RHESUS MACAQUE,866158,GBS,SRR8754202,5660241
m02278,f,India,RHESUS MACAQUE,866159,GBS,SRR8754203,5701726
m02279,m,India,RHESUS MACAQUE,866160,GBS,SRR8754200,6111255
m02280,f,India,RHESUS MACAQUE,866161,GBS,SRR8754201,5731094
m02281,m,India,RHESUS MACAQUE,866162,GBS,SRR8754194,7355914
m02282,f,India,RHESUS MACAQUE,866163,GBS,SRR8754195,7571726
m02283,f,India,RHESUS MACAQUE,866164,GBS,SRR8754167,6930970
m02284,f,India,RHESUS MACAQUE,866165,GBS,SRR8754166,6073528
m02285,f,India,RHESUS MACAQUE,866166,GBS,SRR8754169,6211311
m02286,f,India,RHESUS MACAQUE,866167,GBS,SRR8754168,7057237
m02287,m,India,RHESUS MACAQUE,866168,GBS,SRR8754171,6850558
m02288,m,India,RHESUS MACAQUE,866169,GBS,SRR8754170,6310797
m02289,f,India,RHESUS MACAQUE,866170,GBS,SRR8754173,7551268
m02290,f,India,RHESUS MACAQUE,866171,GBS,SRR8754172,6257660
m02291,f,India,RHESUS MACAQUE,866172,GBS,SRR8754165,7021547
m02292,f,India,RHESUS MACAQUE,866173,GBS,SRR8754164,6337741
m02293,f,India,RHESUS MACAQUE,866174,GBS,SRR8754245,6354709
m02294,m,India,RHESUS MACAQUE,866175,GBS,SRR8754246,5994020
m02295,m,India,RHESUS MACAQUE,866176,GBS,SRR8754247,5941120
m02296,m,India,RHESUS MACAQUE,866177,GBS,SRR8754248,5977979
m02297,f,India,RHESUS MACAQUE,866178,GBS,SRR8754249,6377686
m02298,f,India,RHESUS MACAQUE,866179,GBS,SRR8754250,6517553
m02299,f,India,RHESUS MACAQUE,866180,GBS,SRR8754251,7499422
m02300,f,India,RHESUS MACAQUE,866181,GBS,SRR8754252,4953703
m02301,f,India,RHESUS MACAQUE,866182,GBS,SRR8754242,6487318
m02302,f,India,RHESUS MACAQUE,866183,GBS,SRR8754243,6600817
m02303,f,India,RHESUS MACAQUE,866184,GBS,SRR8754097,6654657
m02304,f,India,RHESUS MACAQUE,866185,GBS,SRR8754096,6664037
m02305,f,India,RHESUS MACAQUE,866186,GBS,SRR8754095,6863083
m02306,f,India,RHESUS MACAQUE,866187,GBS,SRR8754094,6719466
m02307,f,India,RHESUS MACAQUE,866188,GBS,SRR8754093,7036193
m02308,f,India,RHESUS MACAQUE,866189,GBS,SRR8754092,8102116
m02309,f,India,RHESUS MACAQUE,866190,GBS,SRR8754091,8401630
m02310,f,India,RHESUS MACAQUE,866191,GBS,SRR8754090,6000788
m02311,m,India,RHESUS MACAQUE,866192,GBS,SRR8754099,4800198
m02312,f,India,RHESUS MACAQUE,866193,GBS,SRR8754098,6533108
m02313,f,India,RHESUS MACAQUE,866194,GBS,SRR8754122,7184325
m02314,f,India,RHESUS MACAQUE,866195,GBS,SRR8754123,7647605
m02315,m,India,RHESUS MACAQUE,866196,GBS,SRR8754120,5616125
m02316,m,India,RHESUS MACAQUE,866197,GBS,SRR8754121,7734491
m02317,f,India,RHESUS MACAQUE,866198,GBS,SRR8754126,5281089
m02318,f,India,RHESUS MACAQUE,866199,GBS,SRR8754127,5527852
m02319,f,India,RHESUS MACAQUE,866200,GBS,SRR8754124,6644517
m02320,m,India,RHESUS MACAQUE,866201,GBS,SRR8754125,7152901
m02321,m,India,RHESUS MACAQUE,866202,GBS,SRR8754129,5740258
m02321,m,India,RHESUS MACAQUE,866203,Whole Exome,SRR1975669,69686244
m02322,m,India,RHESUS MACAQUE,866204,GBS,SRR8754130,5083246
m02323,f,India,RHESUS MACAQUE,866205,GBS,SRR8754145,7207703
m02324,f,India,RHESUS MACAQUE,866206,GBS,SRR8754144,7492376
m02325,f,India,RHESUS MACAQUE,866207,GBS,SRR8754147,8314473
m02326,m,India,RHESUS MACAQUE,866208,GBS,SRR8754146,5880372
m02327,m,India,RHESUS MACAQUE,866209,GBS,SRR8754149,5987723
m02328,f,India,RHESUS MACAQUE,866210,GBS,SRR8754148,6744329
m02329,m,,RHESUS MACAQUE,866211,GBS,SRR8754151,7565420
m02330,m,India,RHESUS MACAQUE,866212,GBS,SRR8754150,11464258
m02331,m,India,RHESUS MACAQUE,866213,GBS,SRR8754153,12295789
m02332,f,India,RHESUS MACAQUE,866214,GBS,SRR8754152,8658084
m02333,f,India,RHESUS MACAQUE,866215,GBS,SRR8754178,6516451
m02334,f,India,RHESUS MACAQUE,866216,GBS,SRR8754179,7999023
m02335,f,India,RHESUS MACAQUE,866217,GBS,SRR8754180,7235849
m02336,f,India,RHESUS MACAQUE,866218,GBS,SRR8754181,7690796
m02337,f,India,RHESUS MACAQUE,866219,GBS,SRR8754174,7502318
m02338,m,India,RHESUS MACAQUE,866220,GBS,SRR8754175,7491524
m02339,m,India,RHESUS MACAQUE,866221,GBS,SRR8754176,7818551
m02340,f,India,RHESUS MACAQUE,866222,GBS,SRR8754177,7813429
m02341,f,India,RHESUS MACAQUE,866223,GBS,SRR8754182,7821393
m02342,f,India,RHESUS MACAQUE,866224,GBS,SRR8754183,6774430
m02343,f,India,RHESUS MACAQUE,866225,GBS,SRR8754207,5803182
m02344,f,India,RHESUS MACAQUE,866226,GBS,SRR8754206,9799276
m02345,f,India,RHESUS MACAQUE,866227,GBS,SRR8754205,8523472
m02346,f,India,RHESUS MACAQUE,866228,GBS,SRR8754204,8662854
m02347,f,India,RHESUS MACAQUE,866229,GBS,SRR8754211,7460905
m02348,f,India,RHESUS MACAQUE,866230,GBS,SRR8754210,7491620
m02349,m,India,RHESUS MACAQUE,866231,GBS,SRR8754209,9334095
m02350,f,India,RHESUS MACAQUE,866232,GBS,SRR8754208,7553708
m02351,m,,RHESUS MACAQUE,866233,GBS,SRR8754213,5754000
m02352,m,India,RHESUS MACAQUE,866234,GBS,SRR8754212,6732938
m02353,m,India,RHESUS MACAQUE,866235,GBS,SRR8754228,4689240
m02354,m,India,RHESUS MACAQUE,866236,GBS,SRR8754229,6937743
m02355,f,India,RHESUS MACAQUE,866237,GBS,SRR8754226,8114913
m02356,f,India,RHESUS MACAQUE,866238,GBS,SRR8754227,4976455
m02357,f,India,RHESUS MACAQUE,866239,GBS,SRR8754224,4978245
m02358,f,India,RHESUS MACAQUE,866240,GBS,SRR8754225,8695300
m02359,f,India,RHESUS MACAQUE,866241,GBS,SRR8754222,5909814
m02360,m,India,RHESUS MACAQUE,866242,GBS,SRR8754223,4755427
m02361,f,India,RHESUS MACAQUE,866243,GBS,SRR8754220,5072160
m02362,f,India,RHESUS MACAQUE,866244,GBS,SRR8754221,6246771
m02363,f,India,RHESUS MACAQUE,866245,GBS,SRR8754077,6165437
m02364,m,India,RHESUS MACAQUE,866246,GBS,SRR8754076,6789431
m02365,m,India,RHESUS MACAQUE,866247,GBS,SRR8754231,6163257
m02366,f,India,RHESUS MACAQUE,866248,GBS,SRR8754078,6381188
m02367,f,India,RHESUS MACAQUE,866249,GBS,SRR8754073,7220765
m02368,f,India,RHESUS MACAQUE,866250,GBS,SRR8754072,5898933
m02369,f,India,RHESUS MACAQUE,866251,GBS,SRR8754075,6201859
m02370,m,India,RHESUS MACAQUE,866252,GBS,SRR8754074,5676457
m02371,f,India,RHESUS MACAQUE,866253,GBS,SRR8754069,6558456
m02372,f,India,RHESUS MACAQUE,866254,GBS,SRR8754068,6836451
m02373,f,India,RHESUS MACAQUE,866255,GBS,SRR8754230,6528097
m02374,f,India,RHESUS MACAQUE,866256,GBS,SRR8754055,7463248
m02375,f,India,RHESUS MACAQUE,866257,GBS,SRR8754056,4719715
m02376,f,India,RHESUS MACAQUE,866258,GBS,SRR8754057,7559445
m02377,m,India,RHESUS MACAQUE,866259,GBS,SRR8754058,6906571
m02378,f,India,RHESUS MACAQUE,866260,GBS,SRR8754059,6787928
m02379,m,,RHESUS MACAQUE,866261,GBS,SRR8754060,6859207
m02380,f,India,RHESUS MACAQUE,866262,GBS,SRR8754061,6968445
m02381,f,India,RHESUS MACAQUE,866263,GBS,SRR8754062,7822551
m02382,f,India,RHESUS MACAQUE,866264,GBS,SRR8754063,6558621
m02383,m,India,RHESUS MACAQUE,866265,GBS,SRR8754109,6915693
m02384,m,India,RHESUS MACAQUE,866266,GBS,SRR8754108,5823365
m02385,f,India,RHESUS MACAQUE,866267,GBS,SRR8754107,6440414
m02386,f,India,RHESUS MACAQUE,866268,GBS,SRR8754106,7750202
m02387,m,India,RHESUS MACAQUE,866269,GBS,SRR8754105,5549351
m02388,m,India,RHESUS MACAQUE,866270,GBS,SRR8754104,6842119
m02389,m,India,RHESUS MACAQUE,866271,GBS,SRR8754103,7273038
m02390,m,India,RHESUS MACAQUE,866272,GBS,SRR8754102,6494178
m02391,m,India,RHESUS MACAQUE,866273,GBS,SRR8754101,6245665
m02392,f,India,RHESUS MACAQUE,866274,GBS,SRR8754100,6776576
m02446,m,India,RHESUS MACAQUE,866275,GBS,SRR8754186,3821963
